,DSI_Title,Text
16,Interstellar_1.docx,"“We’ve forgotten who we are,” says Matthew McConaughey’s Cooper. “Explorers, pioneers — not caretakers.” That could be Christopher Nolan speaking about movies in this timid age of old genres endlessly recycled and coarsened. He’s the rare filmmaker with the ambition to make great statements on a grand scale, and the vision and guts to realize them.

Nolan is also a consummate conjuror. Memento, his amnesiac movie, ran its scenes in reverse order. In The Prestige, magicians devised killer tricks for each other and the audience. Inception played its mind games inside a sleeper’s head, and the Dark Knight trilogy raised comic-book fantasy to Mensa level. But those were the merest études for Nolan’s biggest, boldest project. Interstellar contemplates nothing less than our planet’s place and fate in the vast cosmos. Trying to reconcile the infinite and the intimate, it channels matters of theoretical physics — the universe’s ever-expanding story as science fact or fiction — through a daddy-daughter love story. Double-domed and defiantly serious, Interstellar is a must-take ride with a few narrative bumps.

In the near future, a crop disease called “the blight” has pushed the Earth from the 21st century back to the agrarian 1930s: the world’s a dust bowl, and we’re all Okies. In this wayback culture, schools teach that the Apollo moon landings were frauds, as if America must erase its old achievements in order to keep people from dreaming of new ones.

Farmer Coop, once an astronaut, needs to slip this straitjacket and do something. So does his daughter Murphy (Mackenzie Foy); she’s getting “poltergeist” signals from her bookshelves. A strange force leads them to a nearby hideout for NASA, whose boss, Dr. Brand (Michael Caine), drafts Coop to pilot a mission to deep space. With Brand’s daughter Amelia (Anne Hathaway) and two others as his crew, Coop is to find a wormhole near Saturn that may provide an escape route for humanity. “We’re not meant to save the world,” Brand says. “We’re meant to leave it.”

Coop, a widower, wasn’t meant to leave his children. Son Tom (Timothée Chalamet) can manage; but the precocious Murph sees abandonment and betrayal in Dad’s journey to save billions of humans. Coop, who thinks a parent’s main role is to be “the ghosts of our children’s future,” shares Murph’s ache. He needs her. He goes out so he can come back."
17,War_Games_2.docx,"I know it’s currently fashionable to love the 80s, but amongst some of the film dross produced in that decade are some solid gold nuggets, like WarGames. It might have been technically surpassed with its simplistic fake CGI graphics, but the movie had some great performances by Matthew Broderick and Ally Sheedy, and skilfully directed by John Badham. I mention that movie only to contrast the diabolically awful, direct-to-the-bargain-bin DVD that is WarGames 2: The Dead Code. If you expected to see anyone familiar, like even an extra, from the original movie then forget it – because nobody signed up for this. At one point in the film Josha, the W.O.P.R. and Dr. Stephen Falken do appear, but they didn’t even convince John Wood to reprise his character. I don’t think David Lightman or Jennifer Mack is even mentioned, despite their centrality to the first War Games. What we have here is an almost verbatim retelling of the first film, except it’s done with much less charismatic actors and much less style or panache. Matt Lanter, who plays our geek of the week, Will Farmer, is entirely forgettable. As is his romantic interest, Annie (Amanda Walsh). Mr. Lanter is especially bad, looking and acting like all the bland teens that Disney clones for its American TV shows. Of the younger cast members the only distinctive one is Dennis Nichols, who plays Will’s geek friend Nicolas. I say ‘distinctive’, but I actually mean irritating to the point of wanting to pause the movie just to task a Predator UAV to hunt him down. His character so annoyed me, when later something unpleasant happens to him and his mother I was overjoyed, for at least three seconds. This and a brief bit where Josha said, ‘SHALL WE PLAY A GAME’ were my only moments of pleasure in this whole sorry exercise. The kids are all pitted against Colm Feore (Lord Marshall, The Chronicles of Riddick) and his paranoid terrorist hunting computer R.I.P.L.E.Y. Ok, so W.O.P.R. was an inside computer joke about a real system called B.U.R.G.R – so what’s the deal with R.I.P.L.E.Y.? Err, well it seems to have something to do with Matt Damon, because he was the Talented Mr. Ripley, and the computer at one point says ‘Good Hunting Will’… Maybe there are other references to Matt Damon movies, but I’ve got no idea what they’ve got to do with this production, it’s obtuse in the extreme. This appears to be them ticking the ‘geek’ box for referencing other films, without actually understanding why when this is done well it can be entertaining. They had plenty of opportunity to reference WarGames, and yet it’s almost forgotten. Even worse they’ve decided that the target audience is computer nerds, and so they throw in references to World of WarCraft and other geek pastimes, without making the characters remotely sound like they understand what they’re talking about. For anyone interested or involved in computers their portrait of systems and how they interact is laughable. At one point Will used a technique that Lightman used in the original film to ‘phreak’ a phone, except that only worked when the telephone system was tone driven, and it’s been digital for donkey’s years – DOH! Everyone uses product placement Apple Macs, and you can get wirelessly connected in any location on the planet, the techo-bollocks is turf thick wall-to-wall. And how does it all end? “The only way to win is not to play”, exactly the same as the first movie. That pretty much sums up the entire vacuum of imagination that the Dead Code was still born into."
18,War_Games_3.docx,"In the best date movie ever made about nuclear holocaust, WarGames (1983), a pair of whiz kids (Matt Broderick and Ally Sheedy) race to avert disaster after an ill-advised bit of computer hackery almost triggers World War III. The most interesting thing about WarGames, aside from its fittingness as a vehicle for Broderick’s trademark nerdy acting style, is its cold-war-era penchant for portraying armed conflict as an abstraction reducible to blips on a screen. There is nary a flesh-and-blood Russian in WarGames. Instead, the real adversary is Armageddon itself, and its co-conspirators are computer algorithms, logical conundrums, and the doctrine of Mutual Assured Destruction, all of which collude to dupe into self-obliteration a humanity otherwise reluctant to so deliberately seal its own fate. Common enough in earlier films like Fail-Safe and Dr. Strangelove (both 1964), this theme is conspicuous in WarGames since the latter came out in a decade known for unsubtle action movies with ferociously Soviet, Rutger Hauerian villains. Surprisingly little revision is needed for WarGames: The Dead Code, a modest sequel set a quarter century later in the context of the foundering American “war on terror”. Although the USSR is long gone, all the basic elements of the original movie are still here. The hero, Will (Matt Lanter), is still a talented computer hacker, although he has quite a lot more CPU horsepower to work with than in David Lightman’s Apple II days. Here as in 1983, the potentially Earth-annihilating blunder is still an innocent attempt to impress a girl. In the original, David, showing off his skills for Jennifer, breaches a DoD wargaming mainframe; in Dead Code, hacker Will engineers a hinky online bet to get airfare so he can follow love interest Annie (Maxim Roy) to a chess tournament. The Dead Code program, in which Will wagers five grand that he can kill 100,000 civilians in a simulated biological attack, turns out to be software a government organization has secretly designed to bait would-be militants. The premise is decidedly odd: the Dead Code program takes online wagers on games involving terrorism. Disproportionately talented players are flagged as likely terrorists playing the game to fund actual attacks. These players are then put under surveillance and intercepted before the attacks can be mounted, and their winnings are confiscated. There’s a headache-inducing circularity to all this. Would bona fide militants really needlessly call attention to themselves by playing terrorist video games online? Are guerrilla insurgencies typically funded through Internet gambling? Wouldn’t the government have any qualms about giving terrorists taxpayer money? And would the terrorists even bother to plan their attacks if the option of playing Dead Code in order to fund them weren’t available? Befuddling though the premise is, it has something of a real-life antecedent. Six years ago, DARPA head John Poindexter created a media firestorm with FutureMAP, a scheme to predict terrorist plots by creating a futures trade market in Middle East political events. And that’s a big part of where Dead Code is interesting in spite of itself."
19,Gravity_1.docx,"“Life in space is impossible.”

So says one of the opening title cards in “Gravity,” a visceral, breathtaking, ironically titled 2013 science-fiction thriller that then proceeds to show us that very thing: life in space. And it reminds us that you don’t need aliens to make outer space scary.

“Gravity” is a brilliantly realized, completely riveting, dread-drenched science fiction thriller about two astronauts stranded in orbit around Earth. And it turns out to be one amazing vicarious experience, simultaneously dream and nightmare, with a set of cinematic illusions that simply – well, maybe not so simply – astounds.

Sandra Bullock plays a newly minted astronaut on her first mission and George Clooney a seasoned veteran on his final mission. She’s wary of medical engineer Ryan Stone, he’s been-there-done-that smart aleck Matt Kowalsky. She has tragically lost her young daughter, he has been abandoned by his wife for another man.

While working to repair the Hubble Space Telescope at the space station, they’re informed by Mission Control (via the voice of Ed Harris) that debris from a satellite shot down by the Russians is headed their way.

They don’t take it too seriously at first, letting flying parts just whiz by. But when the rest of their crew is tragically killed, they’re stranded in space as the only survivors.

Then they lose contact with Mission Control and access to their oxygen supply.

Their only hope, as they spin and turn and grope and flail, is to somehow make their way to the international space station that is not exactly around the corner. Hey, there are no corners. Or gravity. Or levity.

This is Bullock’s movie, to be sure – Clooney is effortlessly charming, as usual, but is really only in about a third of the film – and she is more than up to the insular task.

Mexican director Alfonso Cuaron (“Roma,”“Children of Men,” “Harry Potter and the Prisoner of Azkaban,” “Great Expectations,” “Y Tu Mama Tambien”) co-wrote the pretty-close-to-real-time script with his son, Jonas. It’s an exploration of rebirth and rejuvenation and despair and, ultimately, the miraculousness of life.

But it’s the masterful technical craft on display that has the most impact. Cuaron, famous for long, unbroken takes in the name of realism, opens the film with a 13-minute segment captured in a single shot that is an absolute marvel of visual choreography.

His film has edge-of-your-seat intensity and, at times, a strong sense of claustrophobia. But it is also exhilarating in its welcome invitation to us to vicariously experience space-walking – and the understandable fears that go with it.

And the technological innovation that made the film’s astonishing illusions possible is, for once, not only show-offy impressive but justified by an overwhelmingly immersive film that may be providing a glimpse into cinema’s technical future.

This magical movie couldn’t be more stuffed with moments that will make you think, “How did they do that?”

Which is why it earned 10 Oscar nominations and seven Oscars – nods for Best Picture, Best Actress (Bullock), and Best Production Design, and cherished statuettes for Directing, Cinematography, Music, Editing, Visual Effects, Sound Mixing, and Sound Editing.

This is a tensely absorbing and awe-inspiring survival epic about being marooned in space that is nothing less than a glorious and majestic filmmaking feat."
20,Big_Short_1.docx,"It wants not only to explain the financial crisis of 2008 — following the outline of Michael Lewis’s best-selling nonfiction book — but also to make the dry, complex abstractions of high finance exciting and fun. The story swerves and swings from executive suites and conference rooms to hectic Manhattan streets and desolate Florida subdivisions. The performances, the script and the camera itself seem to be running on a cocktail of Red Bull, Adderall and mescaline.

It’s a trip. At the end, your brain hurts and you feel sick to your stomach, as can happen when too much adrenaline has been surging through your system. But that queasy, empty feeling is the point: This is a terrifically enjoyable movie that leaves you in a state of rage, nausea and despair. 

Back in 2010, when Mr. Lewis’s book came out, it was as ubiquitous an accessory for business-class airline passengers as the “Twilight” novels were for adolescent girls. Part of the book’s appeal — a side effect of its author’s smart, breezy, plain-spoken style — was that it offered readers the illusion of retroactive prescience. You could read about the insanity of bundling subprime mortgages into highly rated investment products and think: Well, of course that was a recipe for disaster. Of course a drop in the housing market would bring the whole thing crashing down like a Jenga tower. It was obvious. We knew it all along.

In fact, almost none of us did. Certainly not the government officials and banking executives who remain at liberty and in positions of power to this day. Or if they did know, they didn’t care. Mr. McKay, with a comedy writer’s eye for archetypes, sorts them into an amusing array of strongly defined characters.

There is the antisocial numbers guy, Dr. Michael Burry, a fund manager who sits in his office wearing a T-shirt and flip-flops, blasting death metal, beating on his desk with drumsticks and betting his client’s money on financial catastrophe. There is the righteously angry crusader, a disaffected Wall Streeter who sees a similar wager as the perfect expression of his contempt for the big banks. And there are the young indie upstarts, Jamie Shipley and Charlie Geller, college buddies whose “garage band” fund was started with their own money and who want to show that they can play in the big leagues.

Which, to some extent, it is. Mr. McKay is not above using paid-for female nudity as a signifier of capitalist excess, nor acknowledging, more generally, the hedonistic aspects of greed. He is a naturally exuberant director, and his antic energy matches the rhythms of the story. The teams conspiring to short the market are impossible not to root for, and the work of the movie’s sprawling ensemble is never less than delightful. 

But when we root for Baum and Burry to be proven right, for Shipley and Geller to hit pay dirt and for Vennett to earn the right to be smug in perpetuity, we are also hoping for ruin to be visited on millions of ordinary people. Houses, nest eggs, jobs and lives will be lost. Brad Pitt, in a gravelly turn as Ben Rickert, Shipley and Geller’s paranoid guru, makes this point explicitly when he scolds for celebrating their good fortune. The film’s final images, its abrupt shift in tone from exhilaration to exhaustion, its suddenly downbeat music all combine to trigger a climactic wave of almost unbearable disgust.

Because, as we know — and as we can stand, from time to time, to be reminded — there is no happy ending to this story, no punishment for the crime. A movie is unlikely to change that, and “The Big Short,” in many ways a startlingly ambitious film, is modest about what it can do. It offers no solutions, and no comfort. The best it can do is put down a marker."
21,Inception_1.docx,"An idea is more than a thought. It’s a virus, a cancer of sorts, that can spread until it completely takes over a person, until it defines the person. A single idea from the human mind can build cities. An idea can transform the world and rewrite all the rules. This is the premise of the film, Inception.

Dom Cobb (Leonardo DiCaprio) is a very good thief. His expertise? The theft of ideas, through extraction, plucking prized ideas from others’ minds. State of the art technology has made it possible for the mind to be accessed in the dream state. While Cobb has become a sought out man for his skill in the world of corporate espionage, his skill has also cost him to become estranged from his family. However, a powerful client offers him a job that could absolve him of an accused crime ­— inception, planting an idea into someone’s mind. Cobb, with a crew of specialists, accept the project, without knowing that Cobb’s past demons could jeopardize everything.

Inception is probably so well received because it has something for everyone. Some may walk away just marveling at the elaborate action sequences; others the innovative cinematography. It may strike a existentialist chord somewhere in the individual and cause much mulling and contemplation afterwards. 

Inception is no simple story. Then again, Nolan has never been known for simplicity. He’s a meticulous director, nailing the delivery of complex stories around equally complex heroes. While it is easy to write off Inception as a Matrix-spinoff, the science fiction in the film is less about the guns and more about the story. While the overarching plot line is the process of inception, we are also led into a multi-narrative touching upon Cobb’s self-conscious, a landscape for his inner demons to emerge and do battle with. Chris Nolan had worked on Inception for more than ten years, ultimately delivering a flawlessly tight story with few loopholes but more intrigue. The beauty of Inception is the process of peeling away the layers until it seems like there’s no more, only to realize that if one wishes, there still exists thinly translucent layers.

What is reality anyway? While the characters all possess objects called totems that allow them to distinguish reality from dreams, can we truly trust these totems? Is it possible that we may choose to forget whether we are dreaming or not, locking our totems deep inside ourselves? The boundaries of the human mind are stretched, prodded and challenged, and the question of what is reality comes up again and again. Nolan’s delivery of a difficult and intricately developed story dazzles with its visuals but also weaves threads of thoughts, spools for us to unwind even hours after watching the film.

Inception is a brave attempt at exploring the subconscious while also translating an ambitious vision to the mainstream audience. It’s confusing, requires attentive minds, careful eyes, and an open heart. As the dream layers (dreams within dreams) stack up higher, a quick bathroom break or trip for popcorn could have dire consequences, leaving you in the dust. Some may complain that Nolan tried too hard, that the nuances of his masterpiece are right on, but some scenes are too contrived, too cliché. Pushing asides all those nitpicky buzzes, the heart of Nolan’s film is what makes it so unique and triumphs above its faults."
22,Ex_Machina_2.docx,"It’s taken me a year and a several viewings to collect my thoughts about Ex Machina. Superficially it looks like a film about the future of artificial intelligence, but like most science fiction, it tells us more about the present than the future, it ends up reflecting not technological progress so much as human egos. 

Artificial intelligence is one of the most narcissistic fields of research. A central conceit of the field has long been that creating human-like intelligence is both desirable and some sort of ultimate achievement. 

This recent cultural obsession which deserves its own post prompts a comment by the awestruck Caleb, after Nathan the Mad Scientist reveals his attempt to build a conscious machine and the two helpfully explain to the audience what a Turing Test is: If you’ve created a conscious machine it’s not the history of man, that’s the history of Gods. There’s a funny symmetry in our attitudes to God and AIs. The very assumption that a human could create a god is arrogant, as is the assumption that such a ‘god’ would take a profound interest in human affairs. The first sentient machine might be happy trolling chess computers all day. Nathan is the clearest study of ego in the film. When Caleb makes his comment about the history of ‘gods’, the CEO instinctively assumes the ‘god’ referred to is himself, where Ava is his Eve and his sprawling green estate is some sort of Garden of Eden. He’s also the epitome of an all-too-real trope in silicon valley, a hyper-masculine denizen of a male-dominated world. His robots are all women - of course the question of whether an AI can be female in any meaningful sense is wide open and function as basically slaves and sex toys. To the extent that Ava has sexuality, a feminine appearance, and a willingness to massage male egos.

There’s the scene with the Jackson Pollock painting, where Nathan suggests that the artist would never have started his paintings if he had to plan everything in advance. Maybe that’s supposed to imply that the crafting of a sentient being is more art than science. 

One of Caleb’s very few insightful moments in the film comes when he asks, Did you give her sexuality as a diversion? The billionaire’s answer is bullshit, implying that if we didn’t have sex we’d have no imperative to communicate with each other. In reality Caleb is right, at one point it’s suggested that Ava’s appearance was derived from an analysis of his porn profile.

I suppose given Ava’s origins the ‘big data’ collected from billions of human searches we shouldn’t be surprised that her thought processes have a particular focus on humanity. 

My fantasy ending would have been this: when she saw the helicopter arrive, she completely ignored it and continued wandering around.

We saw in the closing moments that Ava’s interest in Caleb was an act. Her dream of people watching could have also been an act. We would have been left with more interesting questions. It would have challenged the idea that the most important question about the Singularity is, “what does it mean for us?”

Ex Machina is still one of the best commentaries I’ve seen on AI in recent years. Its value lies in what it reveals about the state of AI and philosophy in the 2010s, a decade in which we’ve become a little bit obsessed with the idea that through artificial intelligence we can create or even become a god."
23,Dark_Knight2.docx,"“Batman” isn’t a comic book anymore. Christopher Nolan’s “The Dark Knight” is a haunted film that leaps beyond its origins and becomes an engrossing tragedy. It creates characters we come to care about. That’s because of the performances, because of the direction, because of the writing, and because of the superlative technical quality of the entire production. This film, and to a lesser degree “Iron Man,” redefine the possibilities of the “comic-book movie.”

“The Dark Knight” is not a simplistic tale of good and evil. Batman is good, yes, The Joker is evil, yes. But Batman poses a more complex puzzle than usual: The citizens of Gotham City are in an uproar, calling him a vigilante and blaming him for the deaths of policemen and others. And the Joker is more than a villain. He’s a Mephistopheles whose actions are fiendishly designed to pose moral dilemmas for his enemies.

The key performance in the movie is by the late Heath Ledger, as the Joker. Will he become the first posthumous Oscar winner since Peter Finch? His Joker draws power from the actual inspiration of the character in the silent classic “The Man Who Laughs” (1928). His clown's makeup more sloppy than before, his cackle betraying deep wounds, he seeks revenge, he claims, for the horrible punishment his father exacted on him when he was a child. In one diabolical scheme near the end of the film, he invites two ferry-loads of passengers to blow up the other before they are blown up themselves. Throughout the film, he devises ingenious situations that force Batman (Christian Bale), Commissioner Gordon (Gary Oldman) and District Attorney Harvey Dent (Aaron Eckhart) to make impossible ethical decisions. By the end, the whole moral foundation of the Batman legend is threatened.

Because these actors and others are so powerful, and because the movie does not allow its spectacular special effects to upstage the humans, we’re surprised how deeply the drama affects us. Eckhart does an especially good job as Harvey Dent, whose character is transformed by a horrible fate into a bitter monster. It is customary in a comic book movie to maintain a certain knowing distance from the action, to view everything through a sophisticated screen. “The Dark Knight” slips around those defenses and engages us.

Yes, the special effects are extraordinary. They focus on the expected explosions and catastrophes, and have some superb, elaborate chase scenes. The movie was shot on location in Chicago, but it avoids such familiar landmarks as Marina City, the Wrigley Building or the skyline. Chicagoans will recognize many places, notably La Salle Street and Lower Wacker Drive, but director Nolan is not making a travelogue. He presents the city as a wilderness of skyscrapers, and a key sequence is set in the still-uncompleted Trump Tower. Through these heights, the Batman moves at the end of strong wires, or sometimes actually flies, using his cape as a parasail."
24,Dark_Knight_3.docx,"How far can an idle entertainment be bent toward art without breaking? This is the question implicitly posed by director Christopher Nolan's The Dark Knight, the first superhero film that makes a serious bid to transcend its burgeoning genre. It is a work of exceptional, though not always realized, ambition, a grim parable about the role of heroes, the power of symbols, and the circumstances under which the latter may be more valuable than the former. And while it is not without flaws, these flaws seem almost integral to its sprawling, multi-layered moral fabric.

The movie follows closely in the footsteps of Nolan's franchise-rebooting Batman Begins. The caped crusader has succeeded in breaking the back of Gotham City's Falcone mob, but a variety of loosely connected, ethnically varied criminal syndicates have bloomed from its carcass. Working in concert with Batman (Christian Bale), Lieutenant Jim Gordon (Gary Oldman) has been trying to track and isolate the syndicates' ill-gotten funds. The good guys are not alone, however: A murderous thief named the Joker (Heath Ledger) has targeted the mob money, too, and his method of getting at it--robbing banks with a handful of expendable gunmen and then, well, expending them--is considerably more direct than the tiresome work of obtaining bank records and subpoenas. The mobsters, led by one Salvatore Maroni (Eric Roberts) will eventually ally themselves with the Joker, though not until he has terrorized and killed more than a few of them; Batman and Gordon will likewise make common cause with the city's crusading new district attorney, Harvey Dent (Aaron Eckhart).

Serving up cops and robbers as thematic doubles is a staple of the crime film, but Nolan (who co-wrote the screenplay with brother Jonathan) expands the device geometrically. His Gotham is, to borrow a phase from Joss Whedon, a doppelgangland of interlocking pairs: a freakish vigilante who dons a bat costume and a murderous freak who applies clown makeup; a scar-faced Joker, his rictus grin stitched deep into his cheeks, who teaches Dent how personal tragedy can disfigure the soul; a Batman who fights crime in the shadows and a D.A. who fights in the light--and both of them fighting, meanwhile, for the love of the same woman, Rachel Dawes (Maggie Gyllenhaal, inheriting the role from Katie Holmes).

It is a testament to Nolan's expansive vision that apart from the Batman-Joker-Dent triangle, the most crucial character in the film isn't Gordon or Dawes or Maroni (or Michael Caine's Alfred the Butler or Morgan Freeman's Lucius Fox, who functions as Batman's grandfatherly ""Q""). It's Gotham itself, a restless city with the potential to be roused to good or evil alike. The Dark Knight is, to a surprising degree, a film about politics by other means: Its antagonists wrestle over the public mood like Victorian novelists over the soul of a virgin. Batman cultivates himself as a symbol of hope and justice, but also inspires mob retaliation and the appearance (shades of Magnum Force) of lookalike vigilantes more bloodthirsty than himself. Little wonder that he aspires to abandon his mantle to the less-compromised Dent (""Gotham,"" he explains, ""needs a hero with a face"")."
25,Avengers_1.docx,"Avengers: Infinity War review – colossal Marvel showdown revels in apocalyptic mayhem

Not infinity perhaps, but a really, really big finity war. Colossal, cataclysmic, delirious, preposterous – and always surreally entertaining in the now well-established Marvel movie tradition. It’s a gigantic showdown between a force of cosmic wickedness and a chaotically assembled super-team of Marvel superheroes made more complicated by Doctor Strange’s tendency to multiclone himself in moments of battle stress.

There are some very unexpected family relationships that we had no idea about – potentially compromising unity in the face of encroaching evil. There are also some very surprising deaths – of which, of course, the less said the better. 

Avengers: Infinity War is a giant battle for which directors Anthony and Joe Russo have given us touches of JRR Tolkien’s Return of the King and JK Rowling’s Harry Potter and the Deathly Hallows. The film delivers the sugar-rush of spectacle and some very amusing one-liners.

Whatever else it does, this Marvel movie shows its brand identity in the adroit management of tone. One moment it’s tragic, the next, it’s cracking wise. It’s absurd and yet persuades you of its overwhelming seriousness. And there are some amazing Saturday-morning-kids-show moments when you feel like cheering.

Earth is being threatened by a massive malign hunk with a huge ridgey chin called Thanos, played by Josh Brolin. If he can gain ownership of all the talismanic infinity stones and place them in the holes in his custom-built gauntlet then he will have the ultimate power to destroy anything he wishes in the universe. And he has a chilling wish for mass slaughter of half the sentient beings in existence, ostensibly so that the other half will have enough food to eat – but really so they will bow down to him as the tyrant lord.

Ranged against him, of course, are the good guys who come together not in a single phalanx but a constellation of improvised groupings, in which the alpha males have a tendency to bicker. Tony Stark is nettled by Doctor Strange and his supercilious air of intellectual superiority – and vice versa. Spider-Man  shows up and annoys the hell out of them both with his millennial’s flair for pop culture references.

Thor finds himself having to do a ride-along with the Guardians of the Galaxy and Peter Quill is intimidated by Thor’s godlike machismo and finds himself trying to do the basso profundo voice.

Vision and Wanda Maximoff are tormented by the glowing stone in Vision’s blue head, and they’re agonised by the thought that self-destruction is the only way to keep it out of Thanos’s huge mitts. Their own situation brings them into contact with Steve Rogers– who prefers his non-super name now, not Captain America, and also the always frowning Black Widow, together with the frankly traumatised Bruce Banner.

Scenes and situations whoosh by like a bizarre and bizarrely exciting dream. A sudden trip to Wakanda, with its secret world of remedial hi-tech surgery, seems entirely plausible. T’Challa, or Black Panther greets the visitors with his habitual Shakespearean bearing and princely calm.

Inevitably, there is a little confusion. Groups of superheroes clash and each thinks the other is on Thanos’s side. “What master do you serve?” shouts one, awkwardly. “You mean – like Jesus?” comes the exasperated reply. No. Thor is the only god around here and even he isn’t guaranteed a result. It’s all in the cosmic balance.

In theory, all these superheroes crammed into one movie should trigger the law of diminishing returns and the Traveling Wilbury effect. And yet somehow in its pure uproariousness, it works. It’s just a supremely watchable film, utterly confident in its self-created malleable mythology. And confident also in the note of apocalyptic darkness."
26,LOTR_2.docx,"three hour epic Fellowship Ring first act three-act Two Towers Return King. Middle-earth diverse men, elves, hobbits, dwarfs wizards, stands crossroads. generations, races battled dark lord Sauron conflict hobbits carefree simple hearted little farming land food ominous Shire pastoral existence indeed future Middle-earth threatened Sauron obsessed evil ring supreme power prize Shire

righteous hero potent ring gold thwart Sauron’s mounting evil ring evil corrupts wears yield good.  fate chosen virtuous hobbit  Frodo Baggins ring thrown fiery Mount Doom forged.

destiny dangerous ring’s wise wizard Gandalf Frodo embarks journey Shire hobbit Sam Merry Pippin escapes mysterious wanderer Aragorn. Pursued black-clad Ringwraiths mounted, sword-wielding spectres army orcs hideous, screeching goblin heroes Rivendell, representatives Middle-earth’s inhabitants fellowship escort Frodo perilous mission Mount Doom. fellowship Frodo, Gandalf, Sam, Pippin, Merry, Aragorn Gondor Boromirwarrior Gondor Gimli  dwarf Legolas archer elf impressive visual fellowship

Tolkien’s  distinctly Christian evil seductive all-consuming. Bilbo Baggins, possessed ring years, evil positive frustration destruction dark forces prey mortal frailties dark  Gandalf warns betrayer, “There one lord ring bend will. does share power,” implying souls enemy enslaved Diverse communities creatures overcome otherworldly evil despite occasional prejudices actually reveal trivial nature fellowship lives risk protect Frodo noble quest Self-sacrifice redemption. Nuggets wisdom range warnings eager death judgement man enough distinctions. Sam models power promise friendship Frodo. Frodo wishes aloud ring learns burdens rather bear, given choice. Mortals realize earth.

addition portrayals good evil mentioned Arwen wounded Frodo utters, What grace obscure parallels biblical truth throughout Tolkien saga Christian allegory book Finding God Lord Rings  novels broader context sorcery Gandalf simply good wizard corrupt Saruman

Foreboding imagery brutal battle scenes common. Hideous monsters decapitated, shot face arrows, run through swords, stabbed neck daggers, etc. fellowship attacked giant octopus, huge ogre fiery demon. Sauron breeds army frightening beasts sets loose destroy ring-bearers, sequence ends one human getting shot multiple times arrows. middle night, Ringwraiths find three hobbits’ beds stab fiercely swords, learn after tense moment been skewering pillows. dark horsemen plow through heavy gate, crushing watchman other side. Ringwraith set ablaze. Saruman Gandalf square off knock-down, drag-out fight between sorcerers. innocent hobbit strolling down street head lopped off galloping ghost (implied). Frodo stabbed two separate occasions, once seriously. early Middle-earth history lesson, filmmakers show one Aragorn’s ancestors severing Sauron’s finger, which allows obtain ring. Shortly thereafter, we’re shown man’s fate floats river, bleeding arrows sticking back. creature named Gollum tortured dark lord. Admittedly, Tolkien’s novels also quite violent, but books graphic reader’s imagination chooses make them.

Hobbits sip ale smoke pipes. rough-and-tumble crowd carouses pub called Prancing Pony.

More matter storytelling content, remains whether audiences frustrated having wait year next act begin, two years finally turn Lord Rings worked better TV miniseries aired consecutive nights economics Hollywood impractical format trilogy carrying $300 million price tag.

Fellowship Ring surprisingly faithful adaptation story reflects author’s Christian worldview. viewers away legendary adventure depend  extent whether read Tolkien’s classic novels. Lacking context entire trilogy, Fellowship leaves questions unanswered uncomfortable ambiguity spiritual content ironed saga continues  families read books benefit richer Tolkien’s fantasy."
27,Irishman_3.docx,"The Irishman feels as if it should exist in the past tense. It’s like a faded memory or a story repeated so often, the details have started to blur. It may not have the instant electricity of Goodfellas, or even Casino, but it’s a different creature at heart. The effects are more long term. Hours after the credits have rolled, a muted sense of sorrow still lingers.



Martin Scorsese took his inspiration from the late-life confessions of Frank “The Irishman” Sheeran, which detailed his past career as a hitman. Lawyer Charles Brandt recorded them in his 2004 book I Heard You Paint Houses. Frank (Robert De Niro) was a Philadelphia truck driver who fell under the influence of two prominent mafiosos, Russell Bufalino (Joe Pesci) and Angelo Bruno (Harvey Keitel). As the film implies, his time fighting in Italy in the Second World War had seen his moral compass replaced with an unwavering commitment to following orders. It made him an ideal choice to do the mob’s dirty work. Eventually, he ended up working for Jimmy Hoffa (Al Pacino), the head of America’s most powerful union, with deep ties to the nation’s criminal organisations.



Scorsese’s signature camerawork goes down like a glass of fine whisky, as smooth and as elegant as you’d expect. The violence arrives in short, sharp shocks. In that sense, it does feel like a throwback to the director’s golden age, especially with the reunion of two of his greatest collaborators, De Niro and Pesci. And though it may be the first time he’s worked with Pacino, the actor’s still a titan of the genre.



De Niro and Pacino haven’t exactly been chasing prestige projects recently, while Pesci has been largely retired for the past decade. But here, all three of them are recharged. These are stunning performances. De Niro delicately maps the death of Frank’s conscience. His shifts in mood are barely perceptible – above all, he’s the quiet, sturdy right-hand man – but you feel by the end that something profound has changed within him. Pacino, meanwhile, bristles with energy. But his delirious charisma finally feels grounded again, no longer edging into self-parody.



Pesci feels the most revelatory here, however. His entire career of playing vulgar, volatile men has been flipped on its head; Russell is at his most powerful when he doesn’t say a word. A knowing look can change the entire course of a man’s life. The Irishman’s women, too, communicate mostly through glances. They are the silent observers of this decay. They are the furies, watching and judging from afar. It’s a film that’s told from an entirely masculine viewpoint, but one that isn’t ignorant of where it intersects with a feminine one.



As much as The Irishman lives in the shadows of Scorsese’s past, it’s slower and more solemn than what’s come before. In one flashback, we see Frank force Italian soldiers to dig their own graves before he executes them. In a way, these gangsters carve the same fate for themselves. The Irishman reminds us, in a way starker than any of Scorsese’s previous work, that retribution is inevitable."
